ACK Flag Count,Active Max,Active Mean,Active Min,Active Std,Average Packet Size,Bwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Header Length,Bwd IAT Max,Bwd IAT Mean,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Bwd Init Win Bytes,Bwd PSH Flags,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Min,Bwd Packet Length Std,Bwd Packet/Bulk Avg,Bwd Segment Size Avg,Bwd URG Flags,CWR Flag Count,Down/Up Ratio,Dst Port,ECE Flag Count,FIN Flag Count,FWD Init Win Bytes,Flow Bytes/s,Flow Duration,Flow IAT Max,Flow IAT Mean,Flow IAT Min,Flow IAT Std,Flow Packets/s,Fwd Bulk Rate Avg,Fwd Bytes/Bulk Avg,Fwd Header Length,Fwd IAT Max,Fwd IAT Mean,Fwd IAT Min,Fwd IAT Std,Fwd IAT Total,Fwd PSH Flags,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Min,Fwd Packet Length Std,Fwd Packet/Bulk Avg,Fwd Segment Size Avg,Fwd URG Flags,Idle Max,Idle Mean,Idle Min,Idle Std,PSH Flag Count,Packet Length Max,Packet Length Mean,Packet Length Min,Packet Length Std,Packet Length Variance,Protocol,RST Flag Count,SYN Flag Count,Subflow Bwd Bytes,Subflow Bwd Packets,Subflow Fwd Bytes,Subflow Fwd Packets,Total Bwd packets,Total Fwd Packet,Total Length of Bwd Packet,Total Length of Fwd Packet,URG Flag Count,folder_class
16.0,0.0092589855,0.0046294928,0.0,0.0,857.41174,9.0,108.0032,360.0,5373.9546,1157.3732,143.05115,1621.107,9258.985,65535.0,2.0,2134.0,315.77777,66.0,645.04706,2842.0,315.77777,0.0,0.0,0.24220215,49292.0,0.0,2.0,65535.0,1574254.5,9258.0,5373.9546,578.6866,45.06111,1256.0663,1836.0543,8.0,108.0032,320.0,6201.029,1211.9838,67.949295,2059.4834,8483.887,4.0,4410.0,1466.75,66.0,1878.1567,11734.0,1466.75,0.0,0.0092589855,0.0046294928,0.0,0.0,6.0,4410.0,857.41174,66.0,1486.7098,2210306.0,6.0,0.0,2.0,2842.0,9.0,11734.0,8.0,9.0,8.0,2842.0,11734.0,0.0,BufferOverflow
2.0,53.780838,26.890419,0.0,0.0,67.0,1.0,0.037187967,80.0,53780652.0,53780652.0,53780652.0,0.0,53780652.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,48057.0,0.0,0.0,65535.0,4.9831877,53780836.0,53779704.0,17926946.0,183.10547,25351728.0,0.074375935,1.0,0.037187967,80.0,53779890.0,53779890.0,53779890.0,0.0,53779890.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,53.780838,26.890419,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,2.0,2.0,148.0,2.0,120.0,2.0,2.0,2.0,148.0,120.0,0.0,BufferOverflow
13.0,0.028300047,0.014150023,0.0,0.0,956.5,8.0,35.335632,320.0,26515.008,4042.8638,0.0,9179.348,28300.047,65535.0,1.0,1344.0,226.75,66.0,422.28894,1814.0,226.75,0.0,0.0,0.15668999,49651.0,0.0,2.0,65535.0,473179.44,28300.0,26515.008,2176.9268,0.0,7028.7554,494.69882,6.0,35.335632,240.0,26515.008,5476.6177,0.0,10521.033,27383.09,4.0,2962.0,1929.5,66.0,1322.8721,11577.0,1929.5,0.0,0.028300047,0.014150023,0.0,0.0,5.0,2962.0,956.5,66.0,1249.7777,1561944.4,6.0,0.0,2.0,1814.0,8.0,11577.0,6.0,8.0,6.0,1814.0,11577.0,0.0,BufferOverflow
11.0,0.0018749237,0.00093746185,0.0,0.0,1232.0,7.0,533.35504,280.0,1138.9255,312.48727,0.0,442.86185,1874.9237,65535.0,1.0,2869.0,467.57144,66.0,980.383,3273.0,467.57144,0.0,0.0,0.28433672,48796.0,0.0,2.0,65535.0,7885121.0,1874.0,1138.9255,170.44762,0.0,362.1995,6400.2603,5.0,533.35504,200.0,1818.8954,468.73093,0.0,779.85333,1874.9237,2.0,7306.0,2302.2,66.0,2928.59,11511.0,2302.2,0.0,0.0018749237,0.00093746185,0.0,0.0,3.0,7306.0,1232.0,66.0,2225.3904,4952363.0,6.0,0.0,2.0,3273.0,7.0,11511.0,5.0,7.0,5.0,3273.0,11511.0,0.0,BufferOverflow
11.0,0.005386114,0.002693057,0.0,0.0,1319.8334,7.0,185.66261,280.0,1969.099,897.68567,0.0,624.0319,5386.1143,65535.0,1.0,3923.0,618.1429,66.0,1349.2051,4327.0,618.1429,0.0,0.0,0.3759013,34496.0,0.0,2.0,65535.0,2940524.5,5386.0,1921.1769,489.64673,0.0,596.19696,2227.9514,5.0,185.66261,200.0,3316.164,1233.5181,64.1346,1279.1744,4934.0723,2.0,7306.0,2302.2,66.0,2928.59,11511.0,2302.2,0.0,0.005386114,0.002693057,0.0,0.0,3.0,7306.0,1319.8334,66.0,2307.5508,5324791.0,6.0,0.0,2.0,4327.0,7.0,11511.0,5.0,7.0,5.0,4327.0,11511.0,0.0,BufferOverflow
1.0,0.00040602684,0.00020301342,0.0,0.0,67.0,1.0,2462.8914,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,35713.0,0.0,0.0,65535.0,330027.44,406.0,406.02686,406.02686,406.02686,0.0,4925.7827,1.0,2462.8914,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.00040602684,0.00020301342,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,1.0,1.0,74.0,1.0,60.0,1.0,1.0,1.0,74.0,60.0,0.0,BufferOverflow
11.0,0.0070319176,0.0035159588,0.0,0.0,1198.9166,7.0,142.20872,280.0,3941.059,1171.9862,0.0,1324.4751,7031.9175,65535.0,1.0,2472.0,410.85715,66.0,841.4626,2876.0,410.85715,0.0,0.0,0.24984798,40499.0,0.0,2.0,65535.0,2045956.9,7031.0,3941.059,639.26526,0.0,1111.0841,1706.5046,5.0,142.20872,200.0,3942.9666,1546.7405,227.92816,1442.0518,6186.962,2.0,5858.0,2302.2,66.0,2738.596,11511.0,2302.2,0.0,0.0070319176,0.0035159588,0.0,0.0,3.0,5858.0,1198.9166,66.0,2099.3926,4407449.0,6.0,0.0,2.0,2876.0,7.0,11511.0,5.0,7.0,5.0,2876.0,11511.0,0.0,BufferOverflow
14.0,1.0240371,0.51201856,0.0,0.0,146.8,8.0,0.9765271,320.0,792206.06,146291.02,0.0,269343.3,1024037.1,65535.0,2.0,1172.0,205.25,66.0,365.40652,1642.0,205.25,0.0,0.0,2.932143,47401.0,0.0,2.0,65535.0,2150.3127,1024037.0,745239.0,73145.51,0.0,191360.6,14.647906,7.0,0.9765271,280.0,745239.0,170618.86,123.97766,273058.47,1023713.1,4.0,100.0,80.0,66.0,11.513967,560.0,80.0,0.0,1.0240371,0.51201856,0.0,0.0,6.0,1172.0,146.8,66.0,274.18613,75178.02,6.0,0.0,2.0,1642.0,8.0,560.0,7.0,8.0,7.0,1642.0,560.0,0.0,BufferOverflow
1.0,3.9100647e-05,1.9550323e-05,0.0,0.0,64.0,1.0,25575.023,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,56019.0,0.0,0.0,65535.0,3273603.0,39.0,39.100647,39.100647,39.100647,0.0,51150.047,1.0,25575.023,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,3.9100647e-05,1.9550323e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0,BufferOverflow
14.0,1.059283,0.5296415,0.0,0.0,263.06668,8.0,0.94403476,320.0,779676.94,151326.14,0.0,267185.75,1059283.0,65535.0,2.0,2916.0,423.25,66.0,942.17456,3386.0,423.25,0.0,0.0,6.0464287,43507.0,0.0,2.0,65535.0,3725.1611,1059283.0,729495.06,75663.07,0.0,190212.1,14.1605215,7.0,0.94403476,280.0,729495.06,176353.86,88.93013,265317.72,1058123.1,4.0,100.0,80.0,66.0,11.513967,560.0,80.0,0.0,1.059283,0.5296415,0.0,0.0,6.0,2916.0,263.06668,66.0,709.0997,502822.34,6.0,0.0,2.0,3386.0,8.0,560.0,7.0,8.0,7.0,3386.0,560.0,0.0,BufferOverflow
17.0,0.013894081,0.0069470406,0.0,0.0,766.7778,10.0,71.97309,400.0,9463.072,1543.7867,0.0,2819.4636,13894.081,65535.0,2.0,1294.0,206.8,66.0,365.97617,2068.0,206.8,0.0,0.0,0.17623998,58268.0,0.0,2.0,65535.0,993372.6,13894.0,9463.072,817.2989,0.0,2189.6743,1295.5156,8.0,71.97309,320.0,9603.023,1919.1333,0.0,3182.5037,13433.934,5.0,2962.0,1466.75,66.0,1398.1934,11734.0,1466.75,0.0,0.013894081,0.0069470406,0.0,0.0,7.0,2962.0,766.7778,66.0,1155.5273,1335243.5,6.0,0.0,2.0,2068.0,10.0,11734.0,8.0,10.0,8.0,2068.0,11734.0,0.0,BufferOverflow
15.0,1.006007,0.5030035,0.0,0.0,212.625,4.5,1.9880579,360.0,1002469.06,125750.87,0.0,331368.9,1006006.94,65535.0,1.0,2306.0,315.77777,66.0,703.65424,1421.0,315.77777,0.0,0.0,5.075,58261.0,0.0,2.0,65535.0,3381.6863,1006006.0,1002211.1,67067.13,0.0,249927.95,15.904463,3.5,1.9880579,280.0,1002537.0,167485.2,0.0,373446.9,1004911.2,4.0,100.0,80.0,66.0,11.513967,280.0,80.0,0.0,1.006007,0.5030035,0.0,0.0,5.0,2306.0,212.625,66.0,540.60046,292248.88,6.0,0.0,2.0,2842.0,9.0,560.0,7.0,9.0,7.0,2842.0,560.0,0.0,BufferOverflow
11.0,0.0009729862,0.0004864931,0.0,0.0,1188.9166,7.0,1027.7638,280.0,573.87354,162.16437,0.0,234.81839,972.9862,65535.0,1.0,2352.0,393.7143,66.0,799.47156,2756.0,393.7143,0.0,0.0,0.23942316,37921.0,0.0,2.0,65535.0,14663106.0,972.0,343.08435,88.45329,0.0,112.67835,12333.165,5.0,1027.7638,200.0,363.1115,189.72159,38.86223,129.77237,758.88635,2.0,7306.0,2302.2,66.0,2928.59,11511.0,2302.2,0.0,0.0009729862,0.0004864931,0.0,0.0,3.0,7306.0,1188.9166,66.0,2198.1187,4831726.0,6.0,0.0,2.0,2756.0,7.0,11511.0,5.0,7.0,5.0,2756.0,11511.0,0.0,BufferOverflow
13.0,1.0084631,0.5042316,0.0,0.0,159.14285,4.0,1.9832158,320.0,1005047.06,144066.16,0.0,351494.34,1008463.1,65535.0,2.0,1249.0,216.75,66.0,390.18802,867.0,216.75,0.0,0.0,3.5101213,35963.0,0.0,2.0,65535.0,2209.3022,1008463.0,1004677.06,77574.086,0.0,267631.72,13.88251,3.0,1.9832158,240.0,1004929.06,201478.19,0.0,401725.8,1007391.0,4.0,100.0,82.333336,66.0,10.79609,247.0,82.333336,0.0,1.0084631,0.5042316,0.0,0.0,6.0,1249.0,159.14285,66.0,302.44476,91472.836,6.0,0.0,2.0,1734.0,8.0,494.0,6.0,8.0,6.0,1734.0,494.0,0.0,BufferOverflow
15.0,0.019026995,0.009513497,0.0,0.0,1012.25,9.0,52.556908,360.0,14429.093,2378.3743,0.0,4597.939,19026.994,65535.0,1.0,4017.0,505.8889,66.0,1241.3678,4553.0,505.8889,0.0,0.0,0.39105043,60530.0,0.0,2.0,65535.0,851211.7,19026.0,14429.093,1268.4663,0.0,3550.6565,840.9105,7.0,52.556908,280.0,14579.058,2969.5034,0.0,5253.2583,17817.02,4.0,2962.0,1663.2858,66.0,1387.5201,11643.0,1663.2858,0.0,0.019026995,0.009513497,0.0,0.0,5.0,4017.0,1012.25,66.0,1427.8475,2038748.5,6.0,0.0,2.0,4553.0,9.0,11643.0,7.0,9.0,7.0,4553.0,11643.0,0.0,BufferOverflow
15.0,0.086217165,0.043108582,0.0,0.0,859.625,9.0,11.5986185,360.0,72185.04,10777.1455,0.0,23418.871,86217.164,65535.0,1.0,1575.0,234.55556,66.0,473.92523,2111.0,234.55556,0.0,0.0,0.18131065,43562.0,0.0,2.0,65535.0,159527.39,86217.0,72185.04,5747.811,0.0,17924.078,185.5779,7.0,11.5986185,280.0,72831.87,14154.99,46.014786,26516.129,84929.945,4.0,2962.0,1663.2858,66.0,1387.5201,11643.0,1663.2858,0.0,0.086217165,0.043108582,0.0,0.0,5.0,2962.0,859.625,66.0,1212.8333,1470964.5,6.0,0.0,2.0,2111.0,9.0,11643.0,7.0,9.0,7.0,2111.0,11643.0,0.0,BufferOverflow
13.0,1.008415,0.5042075,0.0,0.0,164.14285,4.0,1.9833105,320.0,1003107.06,144059.28,0.0,350707.7,1008415.0,65535.0,1.0,1334.0,225.5,66.0,418.9818,902.0,225.5,0.0,0.0,3.6518219,52333.0,0.0,2.0,65535.0,2278.8237,1008414.0,1002093.06,77570.38,0.0,266887.7,13.883173,3.0,1.9833105,240.0,1003739.1,201487.2,79.870224,401126.78,1007436.06,4.0,100.0,82.333336,66.0,10.79609,247.0,82.333336,0.0,1.008415,0.5042075,0.0,0.0,5.0,1334.0,164.14285,66.0,324.62503,105381.41,6.0,0.0,2.0,1804.0,8.0,494.0,6.0,8.0,6.0,1804.0,494.0,0.0,BufferOverflow
14.0,0.0029981136,0.0014990568,0.0,0.0,1009.86664,8.0,333.54306,320.0,709.0569,428.30194,0.0,241.89485,2998.1135,65535.0,2.0,2838.0,435.0,66.0,909.9687,3480.0,435.0,0.0,0.0,0.29825163,33210.0,0.0,2.0,65535.0,5052510.5,2998.0,555.9921,214.15097,0.0,185.19785,5003.146,7.0,333.54306,280.0,854.0154,422.6764,26.9413,315.46442,2536.0583,3.0,7306.0,1666.8572,66.0,2671.211,11668.0,1666.8572,0.0,0.0029981136,0.0014990568,0.0,0.0,5.0,7306.0,1009.86664,66.0,2036.9446,4149143.0,6.0,0.0,2.0,3480.0,8.0,11668.0,7.0,8.0,7.0,3480.0,11668.0,0.0,BufferOverflow
1.0,4.4107437e-05,2.2053719e-05,0.0,0.0,64.0,1.0,22671.914,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,35601.0,0.0,0.0,65535.0,2902005.0,44.0,44.107437,44.107437,44.107437,0.0,45343.83,1.0,22671.914,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,4.4107437e-05,2.2053719e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0,BufferOverflow
1.0,2.7179718e-05,1.3589859e-05,0.0,0.0,64.0,1.0,36792.14,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,36075.0,0.0,0.0,65535.0,4709394.0,27.0,27.179718,27.179718,27.179718,0.0,73584.28,1.0,36792.14,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,2.7179718e-05,1.3589859e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0,BufferOverflow
14.0,1.030036,0.515018,0.0,0.0,172.53334,8.0,0.97083986,320.0,767940.06,147148.0,0.0,260154.06,1030036.0,65535.0,2.0,1558.0,253.5,66.0,493.0616,2028.0,253.5,0.0,0.0,3.6214285,34283.0,0.0,2.0,65535.0,2512.5337,1030035.0,706217.06,73574.0,0.0,181654.11,14.562598,7.0,0.97083986,280.0,706217.06,171120.02,0.0,262073.53,1026720.06,4.0,100.0,80.0,66.0,11.513967,560.0,80.0,0.0,1.030036,0.515018,0.0,0.0,6.0,1558.0,172.53334,66.0,370.4221,137212.52,6.0,0.0,2.0,2028.0,8.0,560.0,7.0,8.0,7.0,2028.0,560.0,0.0,BufferOverflow
2.0,197.51733,98.75867,0.0,0.0,67.0,1.0,0.010125694,80.0,197516600.0,197516600.0,197516600.0,0.0,197516600.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,41849.0,0.0,0.0,65535.0,1.356843,197517330.0,197516270.0,65839110.0,326.15662,93109816.0,0.020251388,1.0,0.010125694,80.0,197517010.0,197517010.0,197517010.0,0.0,197517010.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,197.51733,98.75867,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,2.0,2.0,148.0,2.0,120.0,2.0,2.0,2.0,148.0,120.0,0.0,BufferOverflow
11.0,0.0038712025,0.0019356012,0.0,0.0,1322.9166,7.0,258.31766,280.0,1606.9412,645.20044,0.0,570.8543,3871.2024,65535.0,1.0,3960.0,623.4286,66.0,1362.1523,4364.0,623.4286,0.0,0.0,0.37911564,40177.0,0.0,2.0,65535.0,4100793.0,3871.0,1606.9412,351.9275,0.0,473.7732,3099.812,5.0,258.31766,200.0,1922.1306,767.529,0.0,740.43256,3070.116,2.0,7306.0,2302.2,66.0,2928.59,11511.0,2302.2,0.0,0.0038712025,0.0019356012,0.0,0.0,3.0,7306.0,1322.9166,66.0,2311.049,5340948.0,6.0,0.0,2.0,4364.0,7.0,11511.0,5.0,7.0,5.0,4364.0,11511.0,0.0,BufferOverflow
13.0,1.004595,0.5022975,0.0,0.0,165.0,4.0,1.990852,320.0,1001868.0,143513.58,0.0,350422.1,1004595.06,65535.0,1.0,1346.0,227.0,66.0,422.95035,908.0,227.0,0.0,0.0,3.6761134,39001.0,0.0,2.0,65535.0,2299.434,1004595.0,1000963.94,77276.54,0.0,266645.88,13.935964,3.0,1.990852,240.0,1001296.06,200765.61,110.86464,400265.56,1003828.06,4.0,100.0,82.333336,66.0,10.79609,247.0,82.333336,0.0,1.004595,0.5022975,0.0,0.0,5.0,1346.0,165.0,66.0,327.71393,107396.43,6.0,0.0,2.0,1816.0,8.0,494.0,6.0,8.0,6.0,1816.0,494.0,0.0,BufferOverflow
1.0,1e-06,5e-07,0.0,0.0,67.0,1.0,1000000.0,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.2333333,50835.0,0.0,0.0,65535.0,134000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,1.0,1000000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,1e-06,5e-07,0.0,0.0,0.0,74.0,67.0,60.0,7.0,49.0,6.0,1.0,1.0,74.0,1.0,60.0,1.0,1.0,1.0,74.0,60.0,0.0,BufferOverflow
13.0,1.0047231,0.50236154,0.0,0.0,344.7143,4.0,1.9905982,320.0,1000561.0,143531.88,0.0,349882.06,1004723.06,65535.0,1.0,3862.0,541.5,66.0,1255.0338,2166.0,541.5,0.0,0.0,8.769231,56771.0,0.0,2.0,65535.0,4803.3135,1004723.0,1000149.0,77286.39,0.0,266408.03,13.934188,3.0,1.9905982,240.0,1000952.94,200850.02,71.04874,400052.03,1004250.06,4.0,100.0,82.333336,66.0,10.79609,247.0,82.333336,0.0,1.0047231,0.50236154,0.0,0.0,5.0,3862.0,344.7143,66.0,975.57446,951745.5,6.0,0.0,2.0,4332.0,8.0,494.0,6.0,8.0,6.0,4332.0,494.0,0.0,BufferOverflow
1.0,4.196167e-05,2.0980835e-05,0.0,0.0,64.0,1.0,23831.273,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,52009.0,0.0,0.0,65535.0,3050403.0,41.0,41.96167,41.96167,41.96167,0.0,47662.547,1.0,23831.273,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,4.196167e-05,2.0980835e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0,BufferOverflow
13.0,1.0096109,0.50480545,0.0,0.0,348.57144,4.0,1.9809612,320.0,1004296.06,144230.12,0.0,351122.25,1009610.9,65535.0,1.0,3916.0,548.25,66.0,1272.8926,2193.0,548.25,0.0,0.0,8.878543,33945.0,0.0,2.0,65535.0,4833.5454,1009610.0,1003718.1,77662.375,0.0,267330.53,13.866729,3.0,1.9809612,240.0,1003718.1,201292.8,0.0,401213.4,1006464.0,4.0,100.0,82.333336,66.0,10.79609,247.0,82.333336,0.0,1.0096109,0.50480545,0.0,0.0,5.0,3916.0,348.57144,66.0,989.4808,979072.25,6.0,0.0,2.0,4386.0,8.0,494.0,6.0,8.0,6.0,4386.0,494.0,0.0,BufferOverflow
13.0,1.0048089,0.50240445,0.0,0.0,255.71428,4.0,1.9904282,320.0,1002079.0,143544.12,0.0,350495.66,1004808.9,65535.0,1.0,2616.0,385.75,66.0,842.95935,1543.0,385.75,0.0,0.0,6.2469635,48543.0,0.0,2.0,65535.0,3562.8665,1004808.0,1001784.06,77292.99,0.0,266877.78,13.932998,3.0,1.9904282,240.0,1001785.06,200902.8,0.0,400441.78,1004514.0,4.0,100.0,82.333336,66.0,10.79609,247.0,82.333336,0.0,1.0048089,0.50240445,0.0,0.0,5.0,2616.0,255.71428,66.0,654.7073,428641.62,6.0,0.0,2.0,3086.0,8.0,494.0,6.0,8.0,6.0,3086.0,494.0,0.0,BufferOverflow
15.0,0.007082224,0.003541112,0.0,0.0,84.0625,9.0,141.1986,360.0,5780.22,885.278,0.0,1871.0311,7082.224,65535.0,2.0,111.0,73.0,66.0,13.936363,657.0,73.0,0.0,0.0,0.95494187,53364.0,0.0,2.0,65535.0,189912.1,7082.0,4454.1357,472.14825,0.0,1091.8015,2259.1775,7.0,141.1986,280.0,4454.1357,1059.8103,166.17775,1531.2712,6358.862,4.0,152.0,98.28571,66.0,35.232754,688.0,98.28571,0.0,0.007082224,0.003541112,0.0,0.0,6.0,152.0,84.0625,66.0,28.454939,809.6836,6.0,0.0,2.0,657.0,9.0,688.0,7.0,9.0,7.0,657.0,688.0,0.0,C2Beaconing
1.0,3.504753e-05,1.7523766e-05,0.0,0.0,64.0,1.0,28532.68,40.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,74.0,74.0,74.0,0.0,74.0,74.0,0.0,0.0,1.3703704,36272.0,0.0,0.0,65535.0,3652183.0,35.0,35.04753,35.04753,35.04753,0.0,57065.36,1.0,28532.68,40.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,0.0,54.0,54.0,0.0,3.504753e-05,1.7523766e-05,0.0,0.0,0.0,74.0,64.0,54.0,10.0,100.0,6.0,1.0,1.0,74.0,1.0,54.0,1.0,1.0,1.0,74.0,54.0,0.0,C2Beaconing
17.0,0.0056910515,0.0028455257,0.0,0.0,81.833336,10.0,175.71445,400.0,1830.101,632.33905,0.0,643.1881,5691.0513,65535.0,2.0,107.0,71.9,66.0,12.234786,719.0,71.9,0.0,0.0,0.9535809,60206.0,0.0,2.0,65535.0,258827.39,5691.0,1475.0957,334.76773,0.0,475.60626,3162.86,8.0,175.71445,320.0,2158.165,639.5749,66.04195,730.5796,4477.024,4.0,152.0,94.25,66.0,34.643723,754.0,94.25,0.0,0.0056910515,0.0028455257,0.0,0.0,6.0,152.0,81.833336,66.0,27.201408,739.9167,6.0,0.0,2.0,719.0,10.0,754.0,8.0,10.0,8.0,719.0,754.0,0.0,C2Beaconing
15.0,3.3924341,1.6962171,0.0,0.0,76.3125,4.5,0.5895472,360.0,3389318.0,424054.25,0.0,1120764.5,3392434.0,65535.0,2.0,115.0,73.44444,66.0,15.151906,330.5,73.44444,0.0,0.0,1.1803571,56938.0,0.0,2.0,65535.0,359.91855,3392434.0,3388248.0,226162.28,0.0,845103.0,4.7163777,3.5,0.5895472,280.0,3388543.8,565244.7,85.11543,1262617.9,3391468.0,4.0,100.0,80.0,66.0,11.513967,280.0,80.0,0.0,3.3924341,1.6962171,0.0,0.0,6.0,115.0,76.3125,66.0,14.061111,197.71484,6.0,0.0,2.0,661.0,9.0,560.0,7.0,9.0,7.0,661.0,560.0,0.0,C2Beaconing
13.0,1.0486739,0.52433693,0.0,0.0,255.64285,4.0,1.9071707,320.0,1029245.9,149810.55,151.87263,359051.0,1048673.9,65535.0,2.0,121.0,79.125,66.0,20.84129,316.5,79.125,0.0,0.0,0.21486762,38278.0,0.0,2.0,65535.0,3412.8818,1048673.0,1029103.06,80667.22,0.0,273809.8,13.350194,3.0,1.9071707,240.0,1029103.06,209625.58,142.81273,409760.06,1048127.9,2.0,2345.0,491.0,66.0,834.5981,1473.0,491.0,0.0,1.0486739,0.52433693,0.0,0.0,4.0,2345.0,255.64285,66.0,583.36615,340316.1,6.0,0.0,2.0,633.0,8.0,2946.0,6.0,8.0,6.0,633.0,2946.0,0.0,C2Beaconing
0.0,1e-06,5e-07,0.0,0.0,67.0,1.0,1000000.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,0.0,67.0,67.0,0.0,0.0,0.0,52285.0,0.0,0.0,0.0,67000000.0,1.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-07,0.0,0.0,0.0,67.0,67.0,67.0,0.0,0.0,17.0,0.0,0.0,67.0,1.0,0.0,0.0,1.0,0.0,67.0,0.0,0.0,C2Beaconing
20.0,0.069103,0.0345515,0.0,0.0,233.19048,11.0,14.471151,440.0,45310.973,6910.3003,123.02399,13019.381,69103.0,65535.0,6.0,1634.0,227.54546,66.0,445.2585,2503.0,227.54546,0.0,0.0,1.0455304,51216.0,0.0,2.0,65535.0,70865.23,69103.0,44965.027,3455.1501,0.9536743,9690.738,303.89417,10.0,14.471151,400.0,46703.1,7603.672,238.18016,14021.0625,68433.05,5.0,1146.0,239.4,66.0,336.19287,2394.0,239.4,0.0,0.069103,0.0345515,0.0,0.0,11.0,1634.0,233.19048,66.0,397.12054,157704.72,6.0,0.0,2.0,2503.0,11.0,2394.0,10.0,11.0,10.0,2503.0,2394.0,0.0,C2Beaconing
15.0,2.9853,1.49265,0.0,0.0,76.9375,4.5,0.6699494,360.0,2982184.0,373162.5,0.0,986117.5,2985300.0,65535.0,2.0,125.0,74.55556,66.0,18.215446,335.5,74.55556,0.0,0.0,1.1982143,38224.0,0.0,2.0,65535.0,412.35385,2985300.0,2981774.8,199020.0,0.0,743722.56,5.3595953,3.5,0.6699494,280.0,2982322.0,497485.84,65.08827,1111252.6,2984915.0,4.0,100.0,80.0,66.0,11.513967,280.0,80.0,0.0,2.9853,1.49265,0.0,0.0,6.0,125.0,76.9375,66.0,15.8724165,251.9336,6.0,0.0,2.0,671.0,9.0,560.0,7.0,9.0,7.0,671.0,560.0,0.0,C2Beaconing
